5.235987750912158845e-01 5.236147966435643619e-01 1.224744871653186795e+00 1.486253620215024718e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
2.368992580780597268e-01 5.235984883886275476e-01 1.290524065695237699e+00 1.224745074379166576e+00 1.290524065695237699e+00 1.298598887356831932e+00 3.092980536110314094e-01
6.361758652385735013e-01 6.358974147324875092e-01 1.486253620215024718e+00 1.732050807995258568e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
6.361758611944637876e-01 6.358784938940630349e-01 1.486253620215024718e+00 1.769247365043947751e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
4.072467207076373441e-01 6.361756630484197705e-01 1.486253755482677130e+00 1.486253764420904400e+00 1.486253764420904400e+00 1.520520298315414243e+00 5.228673986575274046e-01
7.094231433972245648e-01 7.091061693428051260e-01 1.769247365043947751e+00 2.003762856993612118e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
5.235989611311214764e-01 7.094229883682828808e-01 1.732050993099165881e+00 1.769247475124346769e+00 1.769247475124346769e+00 1.789064321474204133e+00 6.418506148274969458e-01
1.440630967852745725e-07 1.459652485516313870e-03 1.154700538379354713e+00 1.290524002569162887e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
2.368990976645100333e-01 2.381431022333018732e-01 1.290524002569162887e+00 1.571221200146162289e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
2.368990594452795584e-01 2.377956218645695396e-01 1.290524002569162887e+00 1.486253620696876387e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
2.368989713782560236e-01 -1.997063096098229190e-18 1.414213562373090038e+00 1.290524264837918045e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
4.072465268324014787e-01 4.075858874974690460e-01 1.486253620696876387e+00 1.769247364460113880e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
4.072465222277372177e-01 4.075628011817897800e-01 1.486253620696876387e+00 1.732050807995258568e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
1.870718324368777219e-01 4.072462716033576346e-01 1.571221249202038317e+00 1.486253858175685671e+00 1.571221249202038317e+00 1.576419919139415038e+00 2.315515171169746922e-01
5.235987753059325733e-01 5.235900964995233720e-01 1.732050807995258568e+00 2.003762859375170180e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
5.235987753073744200e-01 5.236074539396834426e-01 1.732050807995258568e+00 2.003762856993612118e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
3.317501966452444107e-01 5.235985834579520715e-01 1.769247471030085617e+00 1.732050999841049821e+00 1.769247471030085617e+00 1.789067103470062925e+00 4.034511088883775964e-01
6.053652755040518363e-01 6.052298345651492273e-01 2.003762856993612118e+00 2.263033439358252963e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
4.409480403093449241e-01 6.053651238866172291e-01 2.003763007850050570e+00 2.003763011837138119e+00 2.003763011837138119e+00 2.040801544948757318e+00 5.239869714089774311e-01
9.335762718443176756e-08 9.476171713901864304e-04 1.414213560220822119e+00 1.571221200146162289e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
1.870716766378317519e-01 1.877274300370132820e-01 1.571221200146162289e+00 1.769247364460113880e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
3.317500396052135425e-01 3.321077682823073696e-01 1.769247364460113880e+00 2.003762859375170180e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
4.409478892505071523e-01 4.410890856256950432e-01 2.003762859375170180e+00 2.263033439358252963e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
