9.553165341702295477e-01 9.544708989633536866e-01 1.154700535790835536e+00 1.290524004135324088e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
9.989374096548311321e-01 9.982110787893894166e-01 1.414213560490476196e+00 1.571221197176740692e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
6.847191301074033731e-01 6.839694389765297311e-01 1.039230484533469223e+00 1.224744871653186795e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
6.847191044586193875e-01 6.837821817643926492e-01 1.039230484533469223e+00 1.290524004135324088e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
6.847192029933805157e-01 9.553166173453292442e-01 1.039230714142998391e+00 1.154700538381946195e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
3.217509176079087485e-01 6.847188400247321560e-01 1.039230547468974253e+00 1.039230587196743105e+00 1.039230587196743105e+00 1.060660143780699949e+00 5.233997633950329131e-01
7.811098349930688522e-01 7.805014592717003374e-01 1.290524004135324088e+00 1.486253620215024718e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
7.811098091627303175e-01 7.802715700347727656e-01 1.290524004135324088e+00 1.571221197176740692e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
7.811098945082082246e-01 9.989374811101598972e-01 1.290524266257281560e+00 1.414213562375222777e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
5.235990325995506511e-01 7.811096369970887965e-01 1.224745053109860260e+00 1.290524073558338536e+00 1.290524073558338536e+00 1.298596589382418953e+00 7.212839410259436201e-01
8.389315986782928114e-01 8.384085365729679884e-01 1.571221197176740692e+00 1.769247365043947751e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
6.361760947335779459e-01 8.389314471751808666e-01 1.486253853308970641e+00 1.571221251463350344e+00 1.571221251463350344e+00 1.576422848007194455e+00 8.000188037772975047e-01
3.217507958965586945e-01 3.240644259545136796e-01 1.039230483761803603e+00 1.290524002569162887e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
3.217507331509371626e-01 3.235541576532258712e-01 1.039230483761803603e+00 1.224744871653186795e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
3.217505546392603888e-01 2.431053007792954215e-22 1.154700538379144881e+00 1.039230706677208849e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
5.235987750848509759e-01 5.235827515014809252e-01 1.224744871653186795e+00 1.486253620696876387e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+01
