1.209199720785307131e+00 1.632993064913394354e+00 -1.209199250047223284e+00 1.632993353039076112e+00 1.209200661562073842e+00 -1.632992488662031283e+00
1.210646298992242187e+00 1.632016025609445586e+00 -1.205877683945367540e+00 1.634935325759734104e+00 1.220124263599185355e+00 -1.626177425308868107e+00
1.212112580298375875e+00 1.631025124316513919e+00 -1.202544562600735611e+00 1.636880831034829953e+00 1.231011878854342045e+00 -1.619313710879880741e+00
1.213598524836989601e+00 1.630020315847314993e+00 -1.199199612254107983e+00 1.638829945788314424e+00 1.241864169843541088e+00 -1.612401055965315688e+00
1.215104092741366770e+00 1.629001555014564673e+00 -1.195842559146262474e+00 1.640782746944138504e+00 1.252681799082785874e+00 -1.605439171155416123e+00
1.216629247347015275e+00 1.627968794386555285e+00 -1.192473127377313702e+00 1.642739312049953382e+00 1.263465424621307065e+00 -1.598427759059759090e+00
1.218173966464605407e+00 1.626921976386022095e+00 -1.189091031370836493e+00 1.644699721472754783e+00 1.274215684317024477e+00 -1.591366486212555831e+00
1.219738234047941017e+00 1.625861039069342207e+00 -1.185695981292937518e+00 1.646664056777770835e+00 1.284933206993826182e+00 -1.584255003652483174e+00
1.221322043929643497e+00 1.624785913277247751e+00 -1.182287679980767559e+00 1.648632401462643449e+00 1.295618605460319372e+00 -1.577092936906454579e+00
1.222925395079123234e+00 1.623696526084553282e+00 -1.178865826355486979e+00 1.650604840075713176e+00 1.306272484689667390e+00 -1.569879898102233273e+00
1.224548297573197164e+00 1.622592796381848945e+00 -1.175430110560554242e+00 1.652581459572665779e+00 1.316895434164802703e+00 -1.562615470000214835e+00
1.226190767022804273e+00 1.621474638950704206e+00 -1.171980218237770988e+00 1.654562348142187833e+00 1.327488035844264447e+00 -1.555299220567737617e+00
1.227852829886642239e+00 1.620341960409269921e+00 -1.168515825758450477e+00 1.656547596506665831e+00 1.338050857610590949e+00 -1.547930688214477879e+00
1.229534518202421101e+00 1.619194663152742963e+00 -1.165036604616323856e+00 1.658537296724034382e+00 1.348584460342864721e+00 -1.540509396010159682e+00
1.231235875061637897e+00 1.618032641116021519e+00 -1.161542216222956503e+00 1.660531543622053574e+00 1.359089391942768899e+00 -1.533034836103957188e+00
1.232956949340974218e+00 1.616855783781557587e+00 -1.158032316606521617e+00 1.662530433508493610e+00 1.369566193729406578e+00 -1.525506484327685985e+00
1.234697801124259975e+00 1.615663971902418172e+00 -1.154506550915071594e+00 1.664534065686698927e+00 1.380015395155478553e+00 -1.517923784333857551e+00
1.236458496503253013e+00 1.614457081529421467e+00 -1.150964558365669355e+00 1.666542541094043761e+00 1.390437519510095088e+00 -1.510286162400178211e+00
1.238239113018800852e+00 1.613234979647139911e+00 -1.147405966414255296e+00 1.668555963913139761e+00 1.400833079258726244e+00 -1.502593011115140209e+00
1.240039734505937519e+00 1.611997528234739185e+00 -1.143830395959231749e+00 1.670574440136811223e+00 1.411202581099868736e+00 -1.494843704430595110e+00
1.241860456545804681e+00 1.610744579821598244e+00 -1.140237455190191040e+00 1.672598079270198879e+00 1.421546521910948435e+00 -1.487037580924397417e+00
1.243701381356678848e+00 1.609475981577850989e+00 -1.136626745030700381e+00 1.674626992827175753e+00 1.431865393189893254e+00 -1.479173959079201461e+00
1.245562623268903435e+00 1.608191570782874891e+00 -1.132997852666087102e+00 1.676661296123134415e+00 1.442159677575005183e+00 -1.471252120102356509e+00
1.247444303659779985e+00 1.606891178943301357e+00 -1.129350357210199274e+00 1.678701106707402024e+00 1.452429852706713209e+00 -1.463271323415100467e+00
1.249346556455929180e+00 1.605574627173361080e+00 -1.125683822919173460e+00 1.680746546244316075e+00 1.462676388292886820e+00 -1.455230789031450644e+00
1.251269523114779014e+00 1.604241730334087457e+00 -1.121997805060960252e+00 1.682797738887928718e+00 1.472899749425334415e+00 -1.447129713226403824e+00
1.253213358158252522e+00 1.602892292325430068e+00 -1.118291842824320481e+00 1.684854813248426009e+00 1.483100394160759672e+00 -1.438967250479437743e+00
1.255178224207096127e+00 1.601526110237050826e+00 -1.114565465364159458e+00 1.686917900716961682e+00 1.493278776327117585e+00 -1.430742529277229114e+00
1.257164297546599308e+00 1.600142969554949612e+00 -1.110818184419484878e+00 1.688987137513223047e+00 1.503435343590524775e+00 -1.422454633638402077e+00
1.259171763224842922e+00 1.598742648309817493e+00 -1.107049500500210781e+00 1.691062662970263419e+00 1.513570539786914138e+00 -1.414102618988925864e+00
1.261200820647922827e+00 1.597324912203920366e+00 -1.103258895232856140e+00 1.693144621657629134e+00 1.523684803444948832e+00 -1.405685493296503275e+00
1.263251678758952501e+00 1.595889518737702462e+00 -1.099445837645564028e+00 1.695233161638513009e+00 1.533778569679011605e+00 -1.397202232936080479e+00
1.265324561656103741e+00 1.594436212266473918e+00 -1.095609776266690760e+00 1.697328436661104556e+00 1.543852269137871769e+00 -1.388651763477211976e+00
1.267419703876200732e+00 1.592964728079492964e+00 -1.091750145453802778e+00 1.699430604403388223e+00 1.553906329495925887e+00 -1.380032975431702225e+00
1.269537356023863861e+00 1.591474787400646962e+00 -1.087866357278122864e+00 1.701539828723235948e+00 1.563941174796865230e+00 -1.371344704755468102e+00
1.271677780192087326e+00 1.589966101386359076e+00 -1.083957807829823317e+00 1.703656277909871175e+00 1.573957226581362168e+00 -1.362585748339335101e+00
1.273841255584581500e+00 1.588438366090139331e+00 -1.080023868930937603e+00 1.705780126980562805e+00 1.583954903594217756e+00 -1.353754844309292160e+00
1.276028074116185573e+00 1.586891266336006412e+00 -1.076063894332675019e+00 1.707911555962323469e+00 1.593934622588498939e+00 -1.344850687083372298e+00
1.278238546002915088e+00 1.585324470673780350e+00 -1.072077211311372125e+00 1.710050752219780534e+00 1.603896798363484422e+00 -1.335871907581779539e+00
1.280472995597896180e+00 1.583737635072835825e+00 -1.068063126653055805e+00 1.712197908796300627e+00 1.613841844287741356e+00 -1.326817087625906000e+00
1.282731766914302574e+00 1.582130397903633412e+00 -1.064020918201804333e+00 1.714353226753544845e+00 1.623770172633594244e+00 -1.317684740203810323e+00
1.285015219768332217e+00 1.580502383381946485e+00 -1.059949840501368090e+00 1.716516913608181261e+00 1.633682194864945370e+00 -1.308473322929476712e+00
1.287323735188678375e+00 1.578853196622790778e+00 -1.055849116383726471e+00 1.718689185658565988e+00 1.643578322231757483e+00 -1.299181218551241024e+00
1.289657711957706621e+00 1.577182426747074206e+00 -1.051717942105920622e+00 1.720870266561893791e+00 1.653458965872852460e+00 -1.289806747117435481e+00
1.292017571846811208e+00 1.575489642067324336e+00 -1.047555479089531616e+00 1.723060389617137700e+00 1.663324537630884503e+00 -1.280348146967697609e+00
1.294403756671405725e+00 1.573774392745989070e+00 -1.043360858351273013e+00 1.725259796538344048e+00 1.673175450026185285e+00 -1.270803585161278670e+00
1.296816733273714162e+00 1.572036206188901497e+00 -1.039133172532862526e+00 1.727468739655072527e+00 1.683012117248650519e+00 -1.261171139256560325e+00
1.299256991237841330e+00 1.570274589115956854e+00 -1.034871479374096070e+00 1.729687480951184186e+00 1.692834955066368163e+00 -1.251448805445502854e+00
1.301725047519255440e+00 1.568489023258963444e+00 -1.030574794208706679e+00 1.731916294134116852e+00 1.702644381945469299e+00 -1.241634481508657517e+00
1.304221445004870139e+00 1.566678966669470041e+00 -1.026242092165671194e+00 1.734155464025767035e+00 1.712440818967265965e+00 -1.231725971956876942e+00
1.306746756660415398e+00 1.564843849843727597e+00 -1.021872301352227730e+00 1.736405288439411665e+00 1.722224691020085130e+00 -1.221720972652359238e+00
1.309301585169510673e+00 1.562983076046792430e+00 -1.017464303389089109e+00 1.738666078031208428e+00 1.731996426811645229e+00 -1.211617072077960211e+00
